id,track,artist,valence_tags,arousal_tags,dominance_tags,mbid,spotify_id
19,Glue Man,Fugazi,3.8386274509803924,4.418725490196079,4.059803921568627,9e387cb2-843f-4db0-a0eb-8ba677dfd93d,1Nvy8JAL3DrO0a6xdgJSvv
20,Boom Boom,The Animals,3.796341463414634,4.475853658536585,5.564390243902439,74fa2e8f-01c9-4eb3-8078-402c877b7e3b,3RwomkUaNHS0gFs3QqgudU
21,Boys Wanna Be Her,Peaches,5.841999999999999,5.979833333333334,5.920166666666666,4f7635bb-a53e-4772-8351-82177499cf20,46sqkKk663MiT1u0WHLQKF
22,No More,Black Flag,3.5075000000000003,4.64875,4.8025,cb6d5d36-33e7-4e7a-b233-fd9f610cafe2,35BOEtOvV1qwzjblSKcPJ1
23,Death Trend Setta,Crossfade,2.96,5.6091304347826085,4.957826086956522,20408c00-1e6d-4f0b-a907-24a6aae9b33a,6Xpm4ajdj9SkiP08JKg3vK
24,Padded Cell,Black Flag,3.9846153846153847,5.235128205128204,5.487948717948718,5a69aa31-a004-4f5a-90c7-7389565431e9,6D69DWilPEsY2TqayoB7x5
25,Angel Duster,Run the Jewels,4.718333333333334,4.701666666666667,4.953333333333333,88af084e-ac25-40b4-84e3-cd0e488200cc,1V6qst2zfwpooDT1lfvDis
26,Cancer,Sick Puppies,5.162857142857144,4.864571428571429,5.937428571428572,43ec7c8e-6b8a-41ec-8348-d141572b8b78,0zc4RPw8fXQSVCM5HQnUGU
27,Knives and Pens,Black Veil Brides,5.265714285714286,5.682857142857143,5.716428571428572,5512523a-e1eb-4712-bd63-e30495783993,2ZhswJTKMkNNTAjrTmPhOJ
28,Mutherfuker,Beck,4.899213483146067,5.5585393258426965,5.1744943820224725,ccf93ad3-ed73-46c3-9993-91633ee45aa8,
29,I'm the One,Seether,4.08,4.9799999999999995,5.05,5cb8474a-8603-4ff9-8a3a-77043e74bb1c,
30,This Spiteful Snake,Meshuggah,2.2624999999999997,4.1125,4.0275,5fd8e6c1-a2af-4599-8854-e170350f5015,2yxAAU2xKo2Z04Se01J4Bq
31,I'm Crying,The Animals,3.484406779661017,4.272033898305085,5.241694915254237,19aa367b-bda0-4d04-a66c-78e7216be351,
32,Cuckoo for Caca,Faith No More,3.3045161290322587,4.837741935483871,4.433225806451613,87081726-7e38-4945-94d3-7ca3ea4b57b2,3DV0DO7GweUc75R38P6mOe
33,The Coming Of Spring,The Rapture,4.83,5.173333333333334,5.8533333333333335,c28da4af-17c6-4b32-9dcd-d3be5f1006cd,5pzZT3IG4TFxSlmhknYWes
34,Custer,Slipknot,3.08,5.87,5.49,b6b7e79d-a4c9-44ae-b0ee-b1fcc0475833,3GiJq4AQK7324mfIQbpiTf
35,Welcome To The Fold,Filter,4.158518518518519,4.597407407407408,4.78037037037037,45b6f9cd-3794-468d-b129-66faf0e81b39,7HFCovMwZIinGBpoZyUsKC
36,Black,Sevendust,4.516571428571429,4.666571428571429,5.649428571428572,a0dd8cf5-f2eb-44c1-91be-5e7ad41e1d16,5DoTRJlzMaGAMHPTDrfvfW
37,Feather in a Baseball Cap,Architecture in Helsinki,4.991538461538462,4.446923076923077,5.313846153846154,00dbbd10-54a6-4ba0-8828-e72c48ebc0c2,5j7eOw6dm05O98hHTb58IY
38,Chartered Trips,Hüsker Dü,3.3560000000000003,4.7,4.2620000000000005,f8826f8e-8684-4df2-8489-128b9bca69f6,7jmIBvIkPcAR6yzbR7YsJH
39,Meth Vs. Chef,Method Man,3.08,5.87,5.49,1bc10267-18e2-458a-9f16-bf5bc07392b1,5o9jJ0aRyn7WswL4giBmMB
40,Brinx Job,Pavement,5.533679775280899,4.2764606741573035,5.643792134831461,4e48dddb-8dc4-4b49-8bb8-cf57ab32e700,2BdKFeg6MvTXBt51AE0QKc
41,Damaged Goods,La Dispute,5.033333333333333,6.271666666666666,5.45,456fda8f-7b57-4018-b768-ec17e6a7e45e,6kapmatG5ez3ceZ3dm3DdZ
42,Nothing's Wrong,Architecture in Helsinki,6.0075,4.64105,5.76905,800f96f7-7fa3-4389-82cf-188d1e1729a4,7dMxExgNTBSHqNV0V4WKQW
43,Underwater,Architecture in Helsinki,5.663252032520326,4.122154471544715,5.542357723577236,68d8a131-85cf-458c-b1e9-848903bc4f3b,4P8L7wvirsteaEjx4ZdSvd
44,Got That Feeling,Faith No More,3.08,5.87,5.489999999999999,bb2f93fc-d116-4bb9-ada6-ae5405d3cb2e,0RLIAMJ8EAxiN2Q8jKKNLW
45,L.A. Blues,The Stooges,3.4560000000000004,4.848000000000001,4.2700000000000005,44ca62ef-f3fa-4379-9749-6304ac1088bd,1ED6dMdVwXGkXAjsJdk5f0
46,Tabloid Junkie,Michael Jackson,3.791111111111111,5.930000000000001,5.28,512d95f9-32f5-4e85-900d-fb14b447e28c,7n6DnNdKKhjyDa1GlGgLeQ
47,Hush Hush; Hush Hush,The Pussycat Dolls,6.545111111111112,5.957333333333333,6.2412222222222224,ec352164-18e9-4b52-881d-99442b9f9f41,2H9CKpZiLDF223BbwehpDF
48,Beautiful,Sevendust,5.003428571428572,5.160285714285715,5.694,8e184b15-ecf1-4b85-a07f-d012e6a9cc80,7uo6kqaAnymdnkwub1jxBR
49,Accelerator,Primal Scream,5.027769784172662,6.485035971223021,5.080575539568346,7636e7a9-b2a0-43c5-a308-3de32df647c4,1VY409A6iWgta1FPxteEUK
50,#1 Hit Song,Minutemen,3.5300000000000002,4.836666666666667,5.133333333333333,ccbd9b6b-dd4b-4e0d-9547-7f723d8b03c4,60nriFcKARUpnYksJkDqJR
51,Debbie,Architecture in Helsinki,5.915517241379311,4.400229885057471,5.755287356321839,772096ab-882f-4755-8f38-a38fb92b9cf5,5aInZf4Xe3NSAFdOBfzs8G
52,Sanctuary,Cavalera Conspiracy,4.666666666666668,6.046666666666666,5.596666666666667,66304a47-a43a-4bb9-bd13-863f9baffcba,1qVRv7ydm4sMj9aX5VYuN4
53,Blunt After Blunt,Danny Brown,3.08,5.87,5.49,7ee6a5f8-8f88-4d94-aff6-001400d52e2f,68Gzj05pLDpnleA77r6QGK
54,Full Disclosure,Fugazi,3.08,5.87,5.49,a1eaec8f-c338-46e8-8b93-89dabaa36358,5x5nJm3ZLs6T1vrFT2IiTE
55,Thru the Walls,Death Grips,5.325,5.985,5.65,0a4284fa-c2f8-4af3-b9b4-39f7aa56d1d8,
56,It's So Easy,Willy DeVille,4.8775,4.715,5.802499999999999,8aafae6b-b449-4736-9f0c-6bd03f01e896,
57,Lazy (Lazy),Architecture in Helsinki,5.311538461538461,4.219999999999999,5.384615384615384,30381ac6-34be-4081-9ec0-a245596607e2,4mmFg7XCbVhPipfZn43AfV
58,Wollt Ihr Das Bett In Flammen,Rammstein,3.0800000000000005,5.87,5.49,,14CVBGaoD5k3VC9Qmz5imZ
59,It's Expected I'm Gone,Minutemen,3.08,5.87,5.49,fa4c9928-fa1c-4678-bdd0-23a02610c97e,3bbVPVAL3ulmu3kNGJ9EDF
60,Melody of Certain Three,Blonde Redhead,5.27015625,4.205859375,5.0228906250000005,06d9da43-d137-4cb9-baa9-187994c94bda,3sDOdE1zP6Ail3q5wBUoZR
61,A Nation On Fire,Machine Head,3.08,5.87,5.489999999999999,88eaa65a-8d0c-443d-86d2-e68c63096363,3EQGVx92eRnUjptgNnKFr5
62,Kill All the White People,Type O Negative,2.905,4.312916666666667,3.9737500000000003,10f130cc-7744-4fa0-b8a5-a14a95e0a837,4DuE7W3HEq037BuHzas2Ym
63,Killer In You,Limp Bizkit,3.08,5.87,5.489999999999999,174d2707-a776-4a74-bbda-c41ff261fef9,6yU0SkbZRmu8WUKAEFhsRa
64,Furor Divinus,Behemoth,2.816666666666667,5.470000000000001,4.606666666666667,308c96e0-ac01-45dd-9e7a-9dec2de841f7,65CWoT7I7N0bHxzuXujYdm
65,Out Of My Way,Seether,3.7991489361702127,5.772127659574468,5.80063829787234,a62ba415-4a63-47ee-91a0-9062e374e604,3p7Lr8Kpy0imLB1yalPgQu
66,Project Mayhem,Finch,3.532063492063492,5.776031746031745,5.293174603174603,9cb073ce-e094-4e1a-a675-391486b3e920,2JJd2Nq3P3akG3ah4mT07h
67,Kerosene,Big Black,3.760833333333335,5.5425,4.5874999999999995,01f91009-777b-40b2-9903-6b9f9bb518f2,3mtQQLpGwnIuYMgGADBlGz
68,What If We Could,Blue October,5.431,5.002,5.512,c5f5766e-e24b-478e-b166-6cf6a6fd1caf,1mgkZJY7MkVHn2bvMvpWCX
69,That's All Lies,Jet,5.775,5.96,6.3500000000000005,c72b116d-853a-422a-a0e2-8fd06435b115,6JKkhN4ZnwoinLatQOUHG4
70,In The City,Kevin Rudolf,4.66,5.223333333333333,5.023333333333333,4867a976-2f24-4287-a2f5-a681de4dd494,4ix4xoMPPOo8H43TG1DQA1
71,Biggest & The Best,Clawfinger,2.888695652173913,5.984782608695652,5.010000000000001,973931b0-9644-48d3-82be-43700ed453b2,51XrhhPlt1smLatJgcBrUb
72,"Hey, Cruel World...",Marilyn Manson,3.5766666666666667,5.871666666666666,5.011666666666667,,5JEFYrZighZ4yqzWfyBRNh
73,Enlightened By The Cold,Shadows Fall,3.610666666666667,5.131333333333334,5.202,4c5eef61-7978-462c-8582-8e0d6a38153a,5RbTA4fyEZjDfhM3bYgPOI
74,Glow,Coal Chamber,3.08,5.870000000000001,5.49,88a76f1e-51e5-4572-ad04-212bead916c7,6PiuN9kO8W7W2pv5h67uCF
75,Invaders Must Die,Prodigy,4.682499999999999,5.285,5.885,d7d34e04-2638-4633-9050-6d37cf9b94f7,1j6lrR4BzRGKwvAPfrIcbf
76,The Subtle Arts of Murder and Persuasion,Lamb of God,3.855660377358491,5.906603773584906,5.323773584905661,de2a336b-67bf-4d9d-a56d-cafead66cc0b,1XWWlu64sNi9jqktYeKH8O
77,New Radio,Bikini Kill,3.08,5.87,5.49,11c81768-afe0-4b8d-b59c-0f80bfa96e27,4DgsvJNNGvV5WPQ40qR3R8
78,You Could Easily Have Me,Metronomy,3.5315789473684207,5.9144736842105265,5.144473684210527,3503e600-8bf2-430e-911c-49f32f3d7c9c,1UKOgSwVAFcnDEsYYOlyV1
79,Requiem,Avenged Sevenfold,6.279830508474577,5.389830508474576,5.747118644067796,04fabdc3-9775-4a5a-b0f9-c995cef3e06e,2QecHpp1nzPMwo95fwxZ9h
80,Strip Tease,Danity Kane,6.899590643274855,6.07766081871345,5.82345029239766,f462d7f2-5dd4-49a4-be3b-229f33ec22c6,7upJI4tZAZ9H7k6Egqw0mG
81,Shit From an Old Notebook,Minutemen,5.165,5.76,6.03,bce0cf43-187c-43f7-bd9b-2a9bb4e9daf0,2z2qTST29C0jxdCGjlqVNE
82,Army Of The Sun,Roadrunner United,4.3500000000000005,4.47,6.140000000000001,e1bdaed3-4dd8-4610-9215-274109f3feef,1nrWrZkGdSqz3UaDkv3Z35
83,Fuck You,Damageplan,3.597368421052632,5.510526315789473,5.223684210526316,a572d2bb-bef0-4903-a475-2fbafb447cc6,6uBWlHNKcK1P8FDlPPd94u
84,Skinny Little Bitch,Hole,4.562758620689655,5.5889655172413795,5.308965517241381,346fe3d2-aa52-4844-a19b-507ad71bc5d7,2TxYbRGmKGbVnSFRWlp1Qx
85,Outsider Intro,DJ Shadow,5.135000000000001,5.335,5.405,053fc3d8-b3a2-4c2e-9b0a-72264dd6795e,78mZbakIUOomWVdIK5xAlc
86,Self vs Self,Pendulum,1.54,2.935,2.745,,2lN6G35gsXkA3xzPYqmis5
87,Tired Of Being Alive,Danzig,3.744285714285714,5.203571428571428,5.230714285714286,dde6b1bf-5301-417f-b99d-fbb433a7f6fd,4XtywUcY2InXkgLL3OfDmp
88,Roadblox,The Prodigy,3.08,5.87,5.49,,1XLDwXV7qokRGtzfPLfnSF
89,Fuck The World,Turbonegro,3.746666666666667,5.276666666666667,5.196666666666667,b333bcbe-1057-4650-b2d2-7254b56db163,1VyXtvIHF8eytwxxDLsE3Z
90,Shameful Metaphors,Chevelle,2.8385714285714285,5.192857142857143,4.202857142857143,c6920094-0103-4e4b-8fe5-2b2711fe1d99,6yE653bOUMCnnAbCOnZS55
91,Suffer in Truth,Meshuggah,4.668000000000001,5.314,5.378,eea55c16-3bbf-477c-ada4-b79598873b1c,3krvrhWbJ45ajIGl2MTKAB
92,Wasted Life,Stiff Little Fingers,4.105882352941176,5.524117647058823,5.675882352941177,2f44989a-2ae3-4205-a3c2-039b4ade2a99,52qsLeKxfmSjaxAiHGPMbk
93,The Beltsville Crucible,Thrice,4.587061855670103,4.781082474226803,5.173041237113401,64413748-4bfb-4367-89ce-58456f7f8348,3rbMhItJaVu5AE4Tun6BKf
94,Archives Of Pain,Manic Street Preachers,4.48484693877551,4.81673469387755,4.71204081632653,63c11ae1-3b81-411f-a159-ee504799eef2,34cbXKoeiguKS93VAhZoDo
95,Come to Daddy,Aphex Twin,3.89416149068323,4.8392546583850935,4.207701863354037,36753350-92eb-4316-8ed9-334444f19969,53T0V3jTJDs3kIqwvlgspI
96,Fields of Desolation,Arch Enemy,3.7984000000000004,5.8924,5.6228,b74b2086-88c8-4210-a64b-1386ca89ca67,4c3aBpVdHcnAgmMzaSiEkv
97,Surviving the Times,Nas,6.344530831099196,4.04426273458445,5.879490616621983,2c5a1740-f98e-4a71-8bf6-a9e402c4137e,0BI9BYPVtp65GqNkVCl6tS
98,Arise Again,Soulfly,3.468888888888889,5.042222222222223,4.4944444444444445,c3fca09f-df70-483b-a9e1-422b54bb63ae,7nzSBaSkbk8KiPLfFGKX1I
99,The Roar of the Masses Could Be Farts,Minutemen,3.08,5.869999999999999,5.49,4d20d616-d575-4189-9720-76b03c74c743,74PzFTj0YKQhtESkU5VrfF
100,Straitjacket,Alanis Morissette,3.324273504273504,4.410085470085471,4.102564102564102,f63a624e-0a51-4890-ac20-5a275b6b8d6d,3go4CiwXiXbbnHIdNB0s0X
101,Power to the People,Public Enemy,3.08,5.87,5.49,d5eb6a56-3d29-4405-a0c1-d22909a563a7,3Ki7LceZVmcQINetqAbTWD
102,Thy Horror Cosmic,The Black Dahlia Murder,3.08,5.87,5.489999999999999,cf337ff0-0f19-4508-889f-448b9ea62979,5Es93WQWWGAfBgrsLSoRU9
103,Die (And Die Now),DevilDriver,2.8966666666666665,5.98,5.029999999999999,250dd320-e809-4709-8202-5c03c14a5a3d,4RHkkr7P67NM2DO0zqEOBM
104,Annihilation By The Hands Of God,Roadrunner United,2.9883333333333333,5.925000000000001,5.260000000000001,b4e7415b-b9dd-48c5-831c-a4a2088bfe21,6Cg1kcaiDNVZQXQ9mylA2I
105,A Visit To The Gynecologyst,Dr. Octagon,5.293749999999999,5.4125,5.851249999999999,9ce55df4-1786-412f-8119-d7df422f4020,2fjZ2VetpKfgQVwhEeuecb
106,Itsari,Sepultura,3.7299999999999995,5.694999999999999,5.540000000000001,,78DGy5xF9IQhWrmz71Wuf7
107,Lethal Dosage,Mudvayne,3.08,5.87,5.489999999999999,a8c4ecfc-7b54-4504-a70a-a47322041849,65dlyPATDAJsADkDRyxzEV
108,Black Me Out,Against Me!,3.08,5.87,5.49,6ca8199e-07f8-4f7c-99dd-65660c23110c,6XI33hctgDLUIRKI8wsJS4
109,Damage,Ol' Dirty Bastard,3.3458227848101263,4.7029113924050625,4.276075949367088,e74f9950-e47b-4cf1-8880-e076d4b2220e,6cfvxVx2PZFSFeghhmciy6
110,A Lesson Lived Is A Lesson Learned,Hatebreed,1.9929411764705884,3.7982352941176476,3.5523529411764705,5cf3c14c-543a-42d7-ab0c-ff85a650f361,0uqzbdh7e7lYumXGMYPpx1
111,Turn on the News,Hüsker Dü,3.0678289473684215,3.974868421052632,3.635986842105263,0b4aa33b-0d6b-4f2f-a4b3-be55a64819fe,7ghqgPILO1JUpbL4stxmRx
112,Sanctity Of Brothers,Unearth,4.4,5.008823529411765,5.825294117647059,aef9b9c5-a0bc-40c3-9f44-c435e27bc7b3,0q83JR5Dv66Jr0fy4uwoIT
113,Wasting Away,Nailbomb,3.08,5.87,5.49,ed429599-3dc9-4927-bbc9-6b8fe81f8e6d,0X7ReIpgkzkxh4cbzdlZCx
114,Something Told Me,Coal Chamber,3.08,5.87,5.49,d4195fcf-e238-4c30-b5d5-ec194cf71881,6VghB1jVqUGZqQQJDr3NOU
115,Sweat Loaf,Butthole Surfers,4.388350515463918,5.089896907216495,4.819587628865979,715ff9ce-d07f-44ed-ab8d-8e5ca131a492,3VrWfrDjNLLNhqXNJRU0JR
116,The Enemy,Roadrunner United,3.08,5.87,5.49,af686238-4005-4b38-8e7b-142e8c8c6127,6SwSpU5R1r3gNC6vFsizz5
117,Home Nucleonics,Strapping Young Lad,3.08,5.87,5.49,520378d5-25f4-4057-bd5a-f25d1d1f136c,5FiRRTxWwdnvoKhA9xHrIl
118,Rock 'n' Roll Nigger,Marilyn Manson,3.7305882352941175,5.522058823529412,5.413823529411765,470e0033-3170-47b1-ac18-f92d53aebd5f,5VYVcGgRxhz39ujXLRB42p
119,The Politics of Time,Minutemen,3.71,5.633333333333334,5.246666666666666,75a1e2d4-280e-477e-9f1b-b97d264ee60d,4X2cqABozX3BgzS7G4TmUN
120,Lie to Purify,Unearth,3.08,5.87,5.49,33e2b1a5-074e-4b3b-bf71-9e1b3c98446c,5xhwV4uP1mfsdEAe9n7PAS
121,The Rape Over,Mos Def,4.119999999999999,4.5600000000000005,5.5200000000000005,,6j0LD8irVHq7pG6f20Ulqa
122,Black Fire Upon Us,Dethklok,4.6774683544303794,5.220632911392405,5.211518987341772,a632d5a5-6e49-41c7-bf8a-a4b57f97e310,5umG01vYs9Sl2aD7FF1s2m
123,Black History Month,Saul Williams,5.91125,5.62975,5.748,a5ee2030-96ff-4214-a330-10844fb2f660,2v8AAFM55qPYv0uzE0Uk84
124,I Broke Up,Xiu Xiu,5.414322916666666,5.297552083333334,5.24953125,f840b1d5-e90b-4e3c-a9b0-dcf821a17e04,2Ur2dqDROT9msE41Xmfpzu
125,Don't Pray on Me,Bad Religion,3.08,5.87,5.49,f3966ac3-aade-4476-acce-419fb03af943,
126,Supernaut,1000 Homo DJs,4.022413793103448,4.92448275862069,4.910689655172414,d9edc6fb-18b3-411a-a4c4-b8503c138ba4,1LkYAkYzqq7TbJTGfx3ixY
127,I Am Hell (Sonata in C#),Machine Head,4.449999999999999,5.513333333333333,5.433333333333334,fd113e7e-325b-477e-95f9-ea1fcdce3dce,5WSIVWdeIkCWmvTPUmNq0K
128,Piss Up a Rope,Ween,2.7838297872340427,4.479361702127659,4.119787234042553,95ca64ab-6f2e-4e9f-9cf2-e754ecc8a701,0YHhpW8PnU0WNuAKAVuM70
129,The Skank Heads,Skunk Anansie,5.863333333333333,6.025,5.925000000000001,2800679c-19c7-4619-97bc-fd86388ca22f,5In2tiQfcSBTNCU0JxulKi
130,Out Of Phase,Sugarcult,5.978870967741935,5.483870967741935,5.8674193548387095,b40b7030-7f3b-4238-8f05-992d34d47087,7jrl8OMqXD6nz5URuPa2o7
131,Quick Death,Transplants,4.720000000000001,5.700000000000001,5.633333333333333,10f7bd89-a274-4bc2-85aa-640eec48d71a,3bNnArQSuiZXCQCtpqppSv
132,Pills,Primal Scream,3.3825,5.125,4.6075,1276cb59-cedd-40cf-b969-f16d994189fb,5QM5FeU2AEVWqTftaa6wib
133,Waiting to Die,(hed) Planet Earth,3.343157894736842,5.412631578947369,4.826842105263158,,7k5q2E7dQ7NBdWwbGPRdyR
134,Shut Up and Swallow,Combichrist,4.647241379310345,5.685862068965517,5.319310344827586,ff844798-e0a7-468e-8508-4ca9e515a7ed,2ygejCzmng76ICCqD2iGcq
135,Giga Dance,Deerhoof,5.25,6.334999999999999,5.745,0879d943-1df4-43ac-8402-fba4117c794e,4CZLymvdspb9UeGuzxpsCe
136,Bacdafucup,Onyx,3.08,5.87,5.49,87031c14-9048-4eb4-82aa-d3bfd3e946ff,35d3Rac0agSaMERtnLRxyq
137,Untitled Song for Latin America,Minutemen,3.08,5.87,5.49,0cc10bc3-9977-4cd6-99ed-491d5f6d6956,624TuCJS0AmQEpaDUNkAnm
138,Hollowpoint,Anybody Killa,3.04,5.709999999999999,4.385,,
139,Convict Colony,Saul Williams,4.854000000000001,5.314,5.992000000000001,96339feb-e6f8-4bd5-8b81-51d529b63bb5,4ETEl5XZeG5j2Tv8y5lxIA
140,A Arte do Insulto,Matanza,2.825,5.9799999999999995,4.69,6891104c-3952-48d1-839d-a4bf981c9a24,3d4oqD3MLxGgmYcKwDcnES
141,Delusions of Grandeur,From Autumn To Ashes,3.4588235294117644,4.556470588235294,4.448235294117647,18712022-51ca-4f56-bf2a-fb4940883515,4FvW8LcUhNPTc3sLLqtyti
142,59 Times the Pain,Hüsker Dü,4.096666666666667,5.483333333333333,5.346666666666667,f90959de-da39-44a3-810d-9b6afcfbd74e,6xFVPBeJqn362oez39JeTR
143,Mass Obliteration,Suffocation,4.317333333333334,5.918000000000001,5.847333333333334,251e8273-e7d1-4fc1-8872-2c09d366dbaa,4mTIROhUCiv05VMtalwCXF
144,Muerte,Jedi Mind Tricks,3.753333333333334,6.223333333333333,5.056666666666667,33f69e14-1ebf-4b7f-8aba-b8a761ef0404,6KoRdiUQXtx6NLPNXpRjwM
145,Punchlines,Mates of State,4.755,4.555,4.260000000000001,a93424df-bf8b-4377-a434-c9c9afd929a4,6jUA42TIjJYehWRxDBtAor
146,Небомореоблака,Zемфира,3.9899999999999998,5.327213114754098,5.432622950819672,,
147,Asteroid,Killing Joke,3.9182857142857146,4.706,4.636285714285714,ef21b0a8-8438-43b1-9a33-ee350baa0631,2EeYKi53PKRHvOc5zfMAeS
148,Impossible Is Nothing,Divine Heresy,3.08,5.87,5.489999999999999,b13a32cd-948f-463b-bd8f-e77ea07f564d,2k9xLUcUkMSPZ4evrmqE74
149,Consequence,Strapping Young Lad,2.9004545454545454,5.597272727272728,4.887727272727273,2dc79204-5f4b-49e2-8a37-ab8147c44c34,0XVh3SwTErn8xI5PcBRMNo
150,Bleak,Soulfly,3.373333333333333,4.973333333333333,4.9433333333333325,b5206425-ac8c-430c-ae08-9861aad4bcb6,4NB7DMcdLhZwHIEsmHyXCk
151,FYR,Le Tigre,4.076,4.9833333333333325,4.866666666666666,787076e3-08d4-4b18-987c-3014b4a06336,
152,Ibitsu,Boris,4.406666666666667,6.02,5.0633333333333335,c70aceb7-420f-4e55-b513-b070b43aea11,7HuBJrexiZgH2UCOTnpBpY
153,Man on a Wire,Garbage,5.325,5.985,5.65,792287b4-1a93-43bf-8648-583ab7e45106,3LqKnSLrByT3x5dIrf7vKC
154,Destroy What Destroys You,Kreator,3.08,5.87,5.49,700ad26a-1a14-4813-ab2c-2964f58c4777,2rjUwsN6ndHe69yO9P0tuf
155,Everybody Know Me (Explicit Album Version),Boyz N Da Hood,5.06125,6.1325,6.1275,,
156,Afraid of Me,Twiztid,3.08,5.87,5.489999999999999,9f67c8c9-b92f-4960-a76d-d65196b59512,2vtjdPo6BfEFEk9a83mO45
157,The Formative Years,Atheist,3.7200000000000006,5.673333333333334,5.739999999999999,a8c624f8-d7bb-424e-8435-2776ef880a25,476FkWNYiLN6D2r1HxCJe2
158,"The Red, White And Blues",Defeater,5.018,5.33,5.782,,4oLMIzNiekdMl4eSJElkT9
159,Spine,Machine Head,2.8049999999999997,6.035,4.8,d9b9825f-331f-4093-8c47-7e1a235a35ee,1FHVu3zdemsz0aH93rt1fi
160,Standing Ovation,Young Jeezy,3.08,5.87,5.49,9eb65eec-b53d-4459-be81-fa0bbb4fd547,
161,She Bathed Herself In A Bath Of Bleach,Manic Street Preachers,4.632499999999999,5.7225,5.875,1f2271ac-8b8e-469c-a90d-3ca73343a165,2SZkDkRzG929gZ3ZiEWyvb
162,I Don't Know What You're Talking About,Hüsker Dü,3.08,5.87,5.49,1a66196d-93dc-48b7-8f18-f287d6fb68b7,7qHMLJAWvJ5AgKObo4upRF
163,One Step,Coal Chamber,4.157627118644068,5.166949152542373,5.763728813559322,660aa5c2-8e98-4a51-9a7a-d8185691c762,79UO881sikfnJREelapHrc
164,TATI,6ix9ine,4.966045454545454,4.70159090909091,4.993772727272726,,6SOBCABlykuNrO04rmXpLs
165,Deliverance,Gojira,4.704,5.933,5.9590000000000005,609e6d43-e08e-40f0-b7c6-ded07dc42d22,50Vuhez61e93beM4HRUuHg
166,State of Emergency,Stiff Little Fingers,3.08,5.87,5.49,f1760622-b19f-4866-aa37-b99b36881da2,5J1ewKkCC28LleuiL8f9WG
167,For Whom The Bells Tolls,Metallica,3.08,5.87,5.49,48ccec47-99cb-464f-a848-c5d9dc949f33,
